year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,3,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",349,54,26.15,4.23,7.75,0,15.86,11,0,2604,1236,485,241,0,642
2023,3,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne Orlando International",123,26,12.37,1.79,8.67,0,3.17,3,0,1556,500,187,555,0,314
2023,3,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",31,5,3.48,0.25,0.51,0,0.76,1,0,188,113,14,23,0,38
2023,3,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",147,32,16.85,2,7.98,0,5.17,1,0,1410,870,88,305,0,147
2023,3,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula Montana",31,5,3.23,0,1.23,0,0.54,0,1,224,154,0,33,0,37
2023,3,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5501,904,304.44,18.35,226.43,1,353.79,92,4,65391,31484,2449,7977,26,23455
2023,3,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",646,139,69.25,5.5,21.41,0.74,42.1,18,1,8401,4543,583,855,49,2371
2023,3,DL,Delta Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",31,9,6.62,0,1.32,0,1.06,0,0,362,282,0,39,0,41
2023,3,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",154,27,16.56,1.16,5.37,0,3.92,2,0,1221,680,113,249,0,179
2023,3,DL,Delta Air Lines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",31,6,3.63,0,1.05,0,1.32,0,0,216,84,0,48,0,84
2023,3,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metro Oakland International",62,11,2.84,0,4.62,0,3.54,0,0,895,515,0,175,0,205
2023,3,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",138,48,15.8,0,26.23,0,5.98,1,0,2246,1050,0,982,0,214
2023,3,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",142,28,13.97,0.47,7.15,0,6.41,0,0,1526,852,7,220,0,447
2023,3,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",163,29,18.43,1,4.01,0,5.56,1,0,1308,800,59,139,0,310
2023,3,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",233,74,34.03,0.21,23.08,0,16.69,6,1,4248,2511,15,765,0,957
2023,3,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1016,250,102.3,2.98,77.46,0,67.25,25,5,15960,7762,337,3483,0,4378
2023,3,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",189,33,20.15,0,2.95,0,9.91,1,0,2647,1923,0,124,0,600
2023,3,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",583,211,71.41,1,101.06,0,37.54,17,0,11079,3865,15,5279,0,1920
2023,3,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",549,126,69.36,0.08,19.8,0,36.76,11,0,9587,6459,6,843,0,2279
2023,3,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",469,82,46.27,2.7,10.94,0,22.09,9,0,4398,2811,128,468,0,991
2023,3,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",968,299,114.48,3.53,127.68,0,53.3,19,2,17225,7888,1267,4723,0,3347
2023,3,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",204,39,17.38,1.09,5.42,0,15.12,1,1,2388,1001,111,251,0,1025
2023,3,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",199,44,27.47,0.85,2.28,0,13.4,5,0,3096,1714,87,171,0,1124
2023,3,DL,Delta Air Lines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,3,DL,Delta Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",124,28,11.54,1,10.14,0,5.32,2,0,1595,761,34,434,0,366
2023,3,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",96,15,8.2,0.05,1.39,0,5.36,4,0,767,478,3,62,0,224
2023,3,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",62,19,4.76,1.58,6.06,0,6.6,2,0,1702,344,121,856,0,381
2023,3,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",1002,171,69.74,3.65,32.72,0,64.89,22,2,12043,5185,321,1493,0,5044
2023,3,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",236,46,23.65,1.38,5.81,0,15.15,2,0,3377,2100,72,223,0,982
2023,3,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",65,19,7.72,0,5.76,0,5.52,0,0,930,456,0,217,0,257
2023,3,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",31,4,0.16,0.4,0.84,0,2.6,2,0,262,8,56,41,0,157
2023,3,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",96,18,11.04,0.56,1.62,0,4.79,1,1,955,518,58,36,0,343
2023,3,DL,Delta Air Lines Inc.,RST,"Rochester, MN: Rochester International",31,7,2.71,1,3,0,0.29,3,0,1046,128,839,74,0,5
2023,3,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",721,158,66.61,2.28,53.82,0,35.3,22,1,10120,5011,400,2809,0,1900
2023,3,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",768,243,87.34,3.84,102.63,0.94,48.24,11,6,14155,6462,1061,3692,100,2840
2023,3,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",455,93,40.28,3.67,26.51,0,22.54,4,0,6266,3276,430,974,0,1586
2023,3,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",232,45,24.61,1.84,4.77,0,13.78,5,0,2752,1233,184,345,0,990
2023,3,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",203,29,19.82,2.51,2.21,0,4.46,4,1,1509,714,314,130,0,351
2023,3,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2665,393,141.98,4.97,79.06,0,166.99,57,3,29915,11540,944,2963,0,14468
2023,3,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1091,376,106.31,7.68,205.96,0,56.05,32,4,24638,10255,788,10318,0,3277
2023,3,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",23,4,2.35,0,0.43,0,1.23,0,0,146,80,0,17,0,49
2023,3,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",237,46,17.43,1.31,19.43,1,6.83,4,1,2623,1319,185,663,39,417
2023,3,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",249,54,24.28,3,14.92,0,11.8,1,0,2145,1213,168,396,0,368
2023,3,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4465,947,296.57,24.36,230.93,0,395.14,80,13,68769,26709,4047,7751,0,30262
2023,3,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",269,58,24.98,0.46,16.65,0,15.91,5,0,5619,4194,26,631,0,768
2023,3,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",373,96,39.51,1.02,44.09,0.17,11.21,0,0,6454,3467,711,1646,33,597
2023,3,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",282,75,35.35,1.38,26.01,0,12.26,2,0,4492,2456,128,1070,0,838
2023,3,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",504,89,45.31,5.03,13.92,0,24.75,11,1,6398,3466,602,671,0,1659
2023,3,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",89,13,7.23,0,3.12,0,2.65,0,0,732,445,0,73,0,214
2023,3,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",22,2,1,0,0.06,0,0.94,0,0,75,22,0,3,0,50
2023,3,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",120,19,9.55,0.64,4.83,0,3.98,2,0,1095,603,65,203,0,224
2023,3,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",142,18,6.85,0.94,3.25,0,6.96,1,0,1235,377,93,155,0,610
2023,3,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",1188,281,117.12,4.7,94.72,0,64.46,27,0,17563,7652,408,4733,0,4770
2023,3,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",111,25,14.89,0.4,5.61,0,4.09,0,1,1876,1220,21,225,0,410
2023,3,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",143,33,18.66,0,10.3,0,4.04,0,2,1805,1287,0,265,0,253
2023,3,DL,Delta Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",31,9,1.73,1.16,2.37,0,3.73,2,0,514,193,87,75,0,159
2023,3,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",119,23,13.46,2,0.14,0,7.4,0,0,1606,1220,52,13,0,321
2023,3,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",165,50,31.19,1.05,10.2,0,7.56,4,1,3234,2232,106,481,0,415
2023,3,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",46,3,2.95,0,0.05,0,0,0,1,143,139,0,4,0,0
2023,3,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",764,294,67.98,2.52,94.56,0,128.94,18,1,23158,7807,212,5057,0,10082
2023,3,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",25,5,2.28,0,2.51,0,0.21,0,0,207,75,0,107,0,25
2023,3,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",150,45,10.73,0,20.01,0,14.27,1,1,3544,891,0,1365,0,1288
2023,3,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",14,2,0.78,0,0.22,0,1,0,0,330,36,0,10,0,284
2023,3,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",106,40,13.51,0,15.36,0,11.13,1,0,2413,710,0,741,0,962
2023,3,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",61,5,1.95,0,0.05,0,3,2,0,775,51,0,1,0,723
2023,3,F9,Frontier Airlines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",26,11,3.49,0,1.67,0,5.84,0,0,798,158,0,209,0,431
2023,3,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",81,25,5.61,1,4.28,0,14.11,0,0,2317,605,188,385,0,1139
2023,3,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",183,50,19.35,0,11.19,0,19.46,1,1,3257,992,0,733,0,1532
2023,3,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",10,3,1.11,0,0,0,1.89,0,0,202,66,0,0,0,136
2023,3,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",18,1,0.96,0,0.04,0,0,0,0,47,45,0,2,0,0
2023,3,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",322,92,24.58,1,29.9,0,36.52,6,0,6357,2155,450,1183,0,2569
2023,3,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",128,35,12.95,0,11.36,0,10.68,3,0,1636,441,0,567,0,628
2023,3,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",13,5,0.54,0,1.36,0,3.1,1,0,305,46,0,66,0,193
2023,3,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",278,84,27.04,0.76,26.97,0,29.23,6,0,6026,2125,19,1465,0,2417
2023,3,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,22,8.44,0,1.46,0,12.1,1,0,1680,431,0,52,0,1197
2023,3,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1781,534,132.85,6.93,212.39,0,181.82,15,0,35048,10235,1712,8620,0,14481
2023,3,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",444,146,44.22,0,65.09,0,36.69,8,2,10306,3342,0,3754,0,3210
2023,3,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",18,3,0.43,0,2.57,0,0,0,0,66,12,0,54,0,0
2023,3,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",141,41,15.3,0.04,15.87,0,9.79,1,2,2598,916,3,779,0,900
2023,3,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",45,17,7.32,0,4.08,0,5.6,0,0,900,293,0,212,0,395
2023,3,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",15,1,0.22,0,0.3,0,0.48,0,0,133,29,0,40,0,64
2023,3,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",249,90,26.74,0,36.28,0,26.98,7,0,4950,1154,0,1896,0,1900
2023,3,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",13,4,0.56,1,0.98,0,1.46,0,0,1349,13,1207,22,0,107
2023,3,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",23,3,0,0,2,0,1,1,0,164,0,0,104,0,60
2023,3,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",72,25,4.4,0,5.55,0,15.05,3,0,1507,224,0,256,0,1027
2023,3,F9,Frontier Airlines Inc.,HOU,"Houston, TX: William P Hobby",73,22,7.22,0,10.13,0,4.65,1,0,1121,383,0,429,0,309
2023,3,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",100,43,16.31,0,11.15,0,15.53,0,0,3219,1495,0,511,0,1213
2023,3,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",66,13,3.22,0,1.86,0,7.92,1,0,828,139,0,45,0,644
2023,3,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",132,44,17.58,0,8.59,0,17.84,3,2,3087,903,0,457,0,1727
2023,3,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",71,15,6.81,0,2.03,0,6.17,0,0,648,279,0,108,0,261
2023,3,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1336,597,159.54,5.09,260.56,0,171.8,11,0,46395,13797,1996,14589,0,16013
2023,3,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93,30,12.23,1,11.61,0,5.16,2,0,1963,631,20,805,0,507
2023,3,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",19,1,0,0,1,0,0,0,0,40,0,0,40,0,0
2023,3,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",35,9,2.33,0.7,3.65,0,2.31,0,0,397,77,52,113,0,155
2023,3,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1811,586,136.7,7.73,208.92,0,232.66,42,5,53435,12944,2501,14003,0,23987
2023,3,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",13,4,0.61,0,1.79,0,1.61,0,0,271,13,0,75,0,183
2023,3,F9,Frontier Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",337,116,36.98,0.35,33.03,0,45.64,3,0,8766,2224,12,1561,0,4969
2023,3,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",30,5,0.76,0,3.97,0,0.27,0,0,148,24,0,118,0,6
2023,3,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",295,79,23.83,0,27.9,0,27.27,1,0,6251,1926,0,1736,0,2589
2023,3,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",61,18,5.1,0,5.55,0,7.36,2,0,1583,395,0,379,0,809
2023,3,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",29,10,4.21,0,4.02,0,1.77,0,0,423,146,0,189,0,88
2023,3,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",68,11,3.43,0,3.5,0,4.07,1,0,571,140,0,142,0,289
2023,3,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",69,19,6.51,0,4.47,0,8.02,1,0,840,231,0,194,0,415
2023,3,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,3,F9,Frontier Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",35,13,5.76,0,2.97,0,4.27,0,0,610,293,0,136,0,181
2023,3,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",26,3,0.03,0,1.97,0,1,0,1,113,1,0,70,0,42
2023,3,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",46,10,1.59,0,5.71,0,2.7,0,0,582,99,0,299,0,184
2023,3,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",158,54,15.67,0,14.83,0,23.5,2,0,3721,1009,0,775,0,1937
2023,3,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",81,20,8.34,0,9.69,0,1.98,1,0,977,343,0,376,0,258
2023,3,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",16,4,0.55,0,1.41,0,2.04,2,0,337,42,0,148,0,147
2023,3,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",120,42,13.36,0.96,18.04,0,9.64,4,0,3011,907,25,876,0,1203
2023,3,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",81,34,11.98,0,10.73,0,11.29,0,0,1883,854,0,445,0,584
2023,3,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",829,312,95.61,0.5,75.5,0,140.38,15,2,26638,10259,50,4432,0,11897
2023,3,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",730,340,85.39,1.71,161.2,0,91.7,7,0,20903,5799,112,7222,0,7770
2023,3,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",9,4,2.12,0,0.88,0,1,1,0,205,101,0,60,0,44
2023,3,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",17,4,0.37,0,0.39,0,3.24,0,0,277,13,0,12,0,252
2023,3,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",31,8,1.26,0,2.71,0,4.03,0,0,520,58,0,70,0,392
2023,3,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",20,3,0.22,0,2.78,0,0,1,0,92,4,0,88,0,0
2023,3,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",161,45,15.23,0,10.22,0,19.55,1,0,2408,662,0,409,0,1337
2023,3,F9,Frontier Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",31,8,1.86,0,3.19,0,2.95,0,0,474,109,0,113,0,252
2023,3,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",204,48,10.58,0,23.04,0,14.38,4,0,3994,846,0,1374,0,1774
2023,3,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",196,61,19.77,0,28.59,0,12.64,0,0,2830,957,0,1102,0,771
2023,3,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",75,27,9.52,0,11.76,0,5.72,0,0,1282,318,0,503,0,461
2023,3,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",14,2,1,0,0.68,0,0.32,0,0,102,61,0,28,0,13
2023,3,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",80,32,14.02,0,8.95,0,9.02,0,0,1833,714,0,330,0,789
2023,3,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",233,100,26.84,0.88,45.52,0,26.77,4,1,8386,2869,28,3227,0,2262
2023,3,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",323,91,36.84,0.62,29.51,0,24.03,4,0,5712,1584,23,1893,0,2212
2023,3,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",123,57,11.92,0.37,24.16,0,20.56,0,0,3433,704,11,1272,0,1446
2023,3,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",15,3,0.12,0,1.08,0,1.8,0,0,162,2,0,40,0,120
2023,3,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",120,26,7.42,0,10.33,0,8.25,1,0,1891,925,0,384,0,582
2023,3,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",13,3,0,0,3,0,0,2,0,158,0,0,158,0,0
2023,3,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",109,23,9.09,0,9.25,0,4.66,0,0,1297,547,0,363,0,387
2023,3,F9,Frontier Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",26,7,1.32,0,3.61,0,2.06,1,0,313,57,0,173,0,83
2023,3,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",29,5,1.99,0,1.2,0,1.81,2,0,734,181,0,104,0,449
2023,3,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",567,208,44.62,3.14,79.19,0,81.05,9,0,18214,4046,1426,5300,0,7442
2023,3,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",187,57,21.78,0.04,19.45,0,15.73,7,3,3742,1012,7,1043,0,1680
2023,3,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",26,6,1.13,0,4.38,0,0.49,0,0,224,38,0,147,0,39
2023,3,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",18,4,0,0,4,0,0,0,0,117,0,0,117,0,0
2023,3,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",125,48,15.83,1.57,6.67,1,22.93,0,0,3389,951,105,539,18,1776
2023,3,G4,Allegiant Air,ALB,"Albany, NY: Albany International",45,9,2.59,0.9,0.54,0,4.97,0,0,677,187,19,26,0,445
2023,3,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",132,87,16.51,1.33,19.62,0,49.53,2,2,6580,1108,103,1052,0,4317
2023,3,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",121,39,8.72,1.82,12.36,0,16.1,1,0,2463,1254,78,474,0,657
2023,3,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",237,95,13.39,2.38,24.85,0,54.37,1,2,10287,2506,1020,1494,0,5267
2023,3,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",611,223,48.78,12.73,90.5,1.75,69.25,5,1,11779,2725,903,3764,76,4311
2023,3,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",40,10,5.37,0,3.63,0,1,0,0,635,411,0,104,0,120
2023,3,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",22,7,0.16,0,1.49,0,5.36,0,0,430,11,0,60,0,359
2023,3,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",48,12,2.92,1.27,4.08,0.67,3.06,0,0,1311,126,952,94,18,121
2023,3,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",96,14,3.63,0,3.23,0.96,6.18,0,0,757,418,0,117,49,173
2023,3,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",91,22,5.17,0.71,8.98,0,7.14,0,0,992,263,49,304,0,376
2023,3,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",18,2,0,0.36,0.64,1,0,0,0,57,0,14,25,18,0
2023,3,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",392,150,24.4,12.5,42.16,0,70.95,5,2,11198,1255,3232,1870,0,4841
2023,3,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",36,21,9.19,2.26,3.68,0,5.87,0,0,1022,377,239,119,0,287
2023,3,G4,Allegiant Air,BOS,"Boston, MA: Logan International",38,2,1.91,0,0.09,0,0,0,1,125,118,0,7,0,0
2023,3,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",30,5,1,0,3.76,0,0.24,0,0,214,16,0,184,0,14
2023,3,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",40,11,2.46,2.65,4.98,0,0.91,0,1,636,69,329,172,0,66
2023,3,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",68,16,5.2,0,1.28,0,9.52,2,0,1485,475,0,91,0,919
2023,3,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",18,8,3.25,0,0.72,0,4.03,0,0,731,260,0,60,0,411
2023,3,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",18,3,2,0,1,0,0,1,0,71,54,0,17,0,0
2023,3,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",123,30,11.74,1,7.84,0,9.42,2,1,1473,494,27,297,0,655
2023,3,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",18,5,1.74,0,1.44,0,1.82,1,0,213,80,0,38,0,95
2023,3,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",322,101,22.38,1.75,22.76,0.53,53.57,0,0,8983,2087,68,1211,12,5605
2023,3,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",27,5,1.35,0,0.92,0,2.72,0,0,535,26,0,105,0,404
2023,3,G4,Allegiant Air,DEN,"Denver, CO: Denver International",32,8,0.71,0.97,3.83,0,2.5,1,0,674,12,228,197,0,237
2023,3,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",186,59,13.98,2.54,12.85,0,29.62,2,0,3700,727,328,718,0,1927
2023,3,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",37,7,1.51,0,4.04,0,1.44,0,0,203,50,0,96,0,57
2023,3,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",9,4,0,0,1.16,0,2.84,0,0,149,0,0,32,0,117
2023,3,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",43,13,3.12,0,3.85,0,6.03,0,0,682,168,0,150,0,364
